sample id,signal strength,attention,meditation,delta,theta,low alpha,high alpha,low beta,high beta,low gamma,high gamma
442,0,40,51,410830,29239,4120,26999,2527,3719,2344,2879
443,0,38,43,19392,73199,3337,8506,4998,5003,3008,2936
444,0,50,35,16044,36150,2576,6218,6051,12912,1097,1847
445,0,53,40,56535,3968,363,4086,1124,1468,435,490
446,0,63,29,48387,35051,10411,5725,10043,9265,2718,2557
447,0,78,44,10316,4459,4941,5349,3916,5608,1914,1691
448,0,78,48,3443,15451,5194,5246,20534,7664,5302,1712
449,0,83,41,5661,15841,7041,3484,8633,6785,2320,2255
450,0,75,48,490773,49091,24391,17297,8378,6468,3588,4133
451,0,66,51,200447,19947,17588,26057,6095,8430,5711,5131
452,0,47,53,209976,9478,1465,1841,1161,379,74,329
453,0,41,61,43789,16172,21312,9681,11213,7091,4414,1598
454,0,41,48,54518,50797,5373,3944,16123,4162,3611,2097
455,0,47,38,14630,16418,5318,4044,6122,6400,2937,709
456,0,57,44,12266,14553,5326,10024,5794,2847,2413,2437
457,0,51,30,45680,34700,7103,1902,8396,2987,1261,1514
458,0,57,44,3301,10698,5711,7374,4416,3732,3277,1968
459,0,60,50,32985,11479,8137,8108,6312,7966,8041,2042
460,0,64,50,16517,10198,8128,2153,1483,3776,2509,2444
461,0,74,56,6316,8716,5025,1965,3125,2973,4201,2731
462,0,60,56,226504,65236,45141,7555,4720,3851,2399,2097
463,0,51,66,9871,5925,19634,6904,3770,3395,4446,1135
464,0,41,67,6895,34374,29995,5090,4285,4319,788,2393
465,0,40,60,10710,56097,4796,7628,6720,10442,2925,529
466,0,50,60,1778,11726,5416,7529,4749,2924,1757,1570
467,0,61,53,5867,2503,5361,4523,2987,5256,1476,1493
468,0,54,50,245219,26762,13132,4378,3584,1184,655,571
469,0,51,63,44272,20138,8122,23895,15052,4580,4345,2358
470,0,51,60,15634,21001,10523,4139,5964,4279,10764,1993
471,0,35,51,122573,18384,5852,400,2475,1372,724,408
472,0,48,57,13713,8475,16374,12056,7198,5875,6334,692
473,0,47,61,11376,14445,21238,3162,2725,2681,825,3762
474,0,56,63,8870,7992,3625,7804,6477,7716,3424,3587
475,0,56,69,78567,12511,10919,1167,1192,1297,902,751
476,0,43,64,269014,86822,53941,3652,7841,4258,1369,2238
477,0,54,57,11265,12072,11513,3382,7654,7566,3128,3965
478,0,51,56,14005,10809,2754,6742,5940,5866,3511,3709
479,0,53,51,283164,11495,4873,1827,1875,1140,698,443
480,0,66,47,20688,18186,6141,4964,9373,4691,1377,2518
481,0,66,37,133542,35732,5058,2924,7234,9547,5042,3389
482,0,56,48,33468,12898,31599,9760,9566,4990,3835,4452
483,0,56,41,8234,30749,6580,3383,8060,2473,2695,1446
484,0,51,47,30442,30743,15713,14009,15752,6173,1072,2181
485,0,47,54,12670,26028,7851,10841,9039,4910,1078,1417
486,0,51,43,42043,9353,1280,4819,3871,2979,1917,1564
487,0,66,44,2126,13597,5830,614,3474,6240,2941,4204
488,0,69,40,5679,17845,3080,4235,4314,4276,3096,2374
489,0,64,41,24225,40879,23682,5015,3549,4551,3482,2170
490,0,47,37,260980,151926,15562,16178,23092,3658,3800,1274
491,0,30,38,96348,68130,13353,11299,6565,4465,2619,2197
492,0,29,47,54260,23989,12826,17462,7072,8301,3978,1942
493,0,35,43,17857,40796,13077,8605,4353,6901,3218,2075
494,0,61,50,17507,6632,5412,4421,5713,9403,1271,2535
495,0,78,53,19036,5509,5162,3729,5662,5398,2654,2496
496,0,70,47,73559,19153,6393,2138,3220,1834,982,288
497,0,75,50,3935,13806,4718,10433,6716,4579,2078,3160
498,0,63,41,7608,52406,5852,3651,3119,8690,2281,1137
499,0,48,38,27032,19519,6721,1326,2176,1569,497,527
500,0,47,44,11160,22348,11986,8504,3258,2744,1878,3047
501,0,53,38,7242,16567,5161,5556,6072,10169,2788,3147
502,0,53,51,9610,40150,19969,17861,6328,8853,5144,4218
503,0,69,44,142477,6682,189,1755,1825,4211,511,380
504,0,81,40,34790,17214,10182,3093,3248,6767,2411,2043
505,0,74,44,16345,22030,11209,8210,5245,5858,1220,1465
506,0,64,35,130565,23202,2487,2392,3133,976,1050,629
507,0,66,38,5436,5286,2085,2430,6479,6267,4291,3591
508,0,51,41,44047,24789,16495,5653,2836,1694,826,354
509,0,41,41,1878,36238,10152,20931,14683,3319,3304,2091
510,0,50,57,861880,41605,55282,23648,9898,12612,5797,5854
511,0,40,67,148968,51346,37885,23857,23492,18821,13433,12304
512,0,50,69,212154,19647,18757,14537,10859,6495,4845,2225
513,0,60,75,142178,11019,9587,22754,14413,6517,3248,1773
514,0,50,70,405817,73182,44463,39603,27866,4983,3625,1829
515,0,38,74,47553,40337,31537,14147,10552,3753,5524,2002
516,0,37,69,42181,21054,8149,5297,1629,3665,2555,2099
517,0,38,70,4530,10300,21254,5793,1836,7447,2532,1085
518,0,43,70,80215,15752,5487,9849,1349,1692,948,243
519,0,60,66,8511,11638,4381,6191,7580,7127,2231,1585
520,0,54,70,23371,34793,46285,14164,15257,6020,1260,2182
521,0,47,66,166529,91484,94629,13202,31900,12814,2109,6286
522,0,51,56,111777,80175,12321,11611,4466,9188,2598,1683
523,0,37,75,175151,16072,130008,8187,18506,9484,2078,4557
524,0,47,67,10728,15921,2328,10757,3030,5529,2468,1821
525,0,47,61,31041,82627,25454,12357,20275,8385,2737,1714
526,0,54,75,13052,11381,17603,8243,3337,8199,2732,2274
527,0,66,53,16336,21451,12106,1773,24646,8277,7546,1439
528,0,53,43,335249,48818,7631,1515,2661,2364,1660,263
529,0,57,38,21461,25045,5453,2509,3418,4452,2076,2182
530,0,57,35,8673,3092,3509,3022,3215,2430,2145,991
531,0,50,41,81977,11013,2437,4449,203,1460,472,457
532,0,60,40,22563,23954,1433,3025,3863,3788,3676,1303
533,0,56,38,62979,25693,1401,3730,3361,2965,665,486
534,0,54,37,13663,20007,10986,4709,2036,6780,1569,2763
535,0,57,38,37088,6310,11639,1582,7851,2766,1193,1303
536,0,57,48,39695,43423,18513,9421,7023,9112,1983,2408
537,0,57,54,14187,31045,14291,1770,10476,4032,4694,1912
538,0,44,53,38854,23262,7393,4652,768,1480,265,646
539,0,44,48,20559,20906,8682,3072,2084,4593,1016,965
540,0,53,44,64251,23985,5110,7593,6021,12505,6408,3237
541,0,60,50,21869,16498,12034,2815,2397,6633,2865,2002
542,0,70,44,3139,38732,9706,4716,9249,8151,2560,1902
543,0,51,54,66317,15332,18506,4847,2463,444,493,814
544,0,38,60,21267,43726,26483,9236,7108,5634,1647,2009
545,0,38,51,47793,21926,7053,1119,13896,5491,1923,1828
546,0,34,64,32059,20331,29176,23376,8563,7555,1302,3258
547,0,41,66,29476,14910,23567,6736,1680,1378,600,706
548,0,37,66,262495,36537,19459,12304,16583,2799,1242,2270
549,0,37,75,13514,13994,7155,5252,2411,4883,2434,3706
550,0,40,56,6422,28088,784,4694,2916,5308,2454,1225
551,0,43,43,81274,19687,4218,3583,1951,1220,982,478
552,0,47,47,14230,50014,22079,42218,27342,6598,5959,2452
553,0,47,40,12664,21139,10153,903,13537,6066,4495,1829
554,0,40,43,134110,99598,21863,2882,8500,9116,1564,1349
555,0,48,38,95460,89678,13059,10816,17446,13030,3787,2277
556,0,54,38,14210,15579,12931,6405,5045,4839,1135,1539
557,0,50,43,42250,52706,15896,19618,8321,8605,1824,3625
558,0,48,51,28736,74540,16777,56390,32956,7759,2459,3150
559,0,47,54,216423,33514,8574,2906,2261,3689,801,671
560,0,38,63,19173,20872,44812,22802,7231,4176,2184,1547
561,0,21,57,146862,260674,72049,8582,20934,5293,2711,755
562,0,29,60,223222,14602,7557,11442,9420,4351,3192,1605
563,0,23,61,541414,193742,51808,37524,10456,10970,7583,4108
564,0,26,43,182376,89375,6640,20468,17663,9999,6119,2898
565,0,21,26,104803,77994,1872,1117,1894,598,870,211
566,0,20,23,4341,29434,9913,9285,9655,5563,3582,3085
567,0,13,23,299449,191520,74511,3502,7339,5031,2757,1373
568,0,21,34,32955,9513,7835,6253,5188,5284,4313,1773
569,0,43,57,23289,18727,10668,17752,13541,4482,2026,1527
570,0,38,70,13305,21434,18937,43717,2840,5912,1381,1855
571,0,63,77,14766,5273,6091,7240,4173,7119,2049,1010
572,0,53,80,35786,28522,29050,18111,13869,5528,2263,3097
573,0,43,78,121264,23814,11503,4991,2506,1029,649,1374
574,0,50,70,13709,6625,10869,15621,14280,5148,3540,2459
575,0,43,67,97079,20508,4871,12174,7945,6363,2617,2611
576,0,48,61,77754,72681,23352,21207,7558,13760,2155,4706
577,0,56,61,10408,19263,23708,4977,18771,3867,1492,1454
578,0,47,51,17588,90002,14263,12875,9934,5123,2688,2648
579,0,41,40,226874,89199,11298,2215,4818,7981,3180,2080
580,0,48,38,9453,14224,3653,4062,5358,5995,2353,2190
581,0,47,38,39126,33315,34030,3611,7198,5352,2331,2542
582,0,43,48,41926,80959,54699,18719,8062,3999,5891,1905
583,0,37,54,32189,40075,10172,4168,2655,2128,2244,1860
584,0,29,60,232225,61371,28995,16609,11573,12660,5303,2265
585,0,40,47,50512,17425,1875,2745,6364,5498,3093,1487
586,0,56,38,122547,24900,9169,2128,11531,7158,3155,2643
587,0,56,53,21481,14681,39619,36210,13977,3759,6507,1654
588,0,56,57,4515,15975,6044,14364,1411,4502,5352,1850
589,0,51,63,23333,47990,13430,5809,6445,9977,2460,4516
590,0,48,60,31713,34938,5763,3705,9370,5161,4896,1950
591,0,53,38,163988,28891,1784,4303,1137,2735,879,1000
592,0,54,29,12645,22378,7231,3928,6947,5815,3241,2351
593,0,60,29,18473,9818,1031,3288,2124,2977,2303,1481
594,0,54,50,30403,10578,28632,15972,2708,4365,6230,1042
595,0,54,60,38385,57468,7098,41957,11367,6825,1458,3883
596,0,40,57,266274,117083,21917,10683,5977,4245,3561,3454
597,0,37,61,35585,16145,6017,6693,6834,4074,2509,1570
598,0,30,50,77046,46074,18032,11017,6903,3392,4071,3548
599,0,35,50,205584,21029,13512,2977,6805,4043,3257,977
600,0,48,51,674672,25555,558,10498,4298,5222,3235,1706
601,0,50,44,41840,22609,2324,5639,6277,4530,2434,3747
602,0,50,37,263385,81750,7558,9950,2110,4930,2462,2289
603,0,54,24,16379,18402,1128,4442,14502,4418,2193,876
604,0,47,26,93949,12765,3579,2074,1877,832,533,310
605,0,48,26,11118,8619,2097,2715,10594,2660,2206,2052
606,0,48,34,189277,48068,18370,8710,7904,3570,4588,2271
607,0,44,38,8505,24164,1336,6975,3101,3873,3644,991
608,0,60,43,11892,12942,5693,9429,3363,9469,2778,2958
609,0,50,47,82611,18158,5006,2206,1599,1424,1110,522
610,0,66,48,22818,13725,9684,8075,11787,10668,2272,1742
611,0,70,50,2768,18547,9627,4266,7163,7386,1900,1557
612,0,64,40,305291,13292,1748,931,2924,2067,441,1171
613,0,81,44,8196,7387,8579,5759,5877,8261,2440,1148
614,0,78,41,7267,14683,3310,5830,4575,5928,2267,3077
615,0,81,41,114062,3537,1967,1061,2187,1978,677,521
616,0,81,53,311617,17831,10421,10117,8665,5779,1585,2791
617,0,75,53,6040,5670,4151,2905,2300,2224,1924,1018
618,0,64,56,103528,53632,34285,2247,6353,6492,5909,1262
619,0,48,54,392055,69324,13431,13154,5233,4263,4289,2452
620,0,53,53,14103,11500,7797,2390,3483,6081,5152,1968
621,0,41,50,112580,75423,27208,16736,7158,4200,3545,2690
622,0,41,43,25819,50904,7204,8699,6945,4725,1718,1911
623,0,48,43,175758,50335,9276,9477,9939,9180,6766,2561
624,0,38,44,197350,162276,59446,41606,11499,22352,3616,3167
625,0,47,43,44094,60866,13334,17766,8113,8678,3300,3110
626,0,48,44,54061,22014,7596,3301,8174,3321,1930,784
627,0,54,50,7169,10313,10074,4229,8464,6913,4589,1846
628,0,53,43,281681,93996,20961,7011,12836,7701,746,1261
629,0,63,38,34126,15880,5225,1030,5753,6586,3399,3169
630,0,64,30,191539,46213,1346,7281,7101,6508,3877,1369
631,0,61,27,15913,15640,5179,2326,2981,4559,2231,2176
632,0,74,35,5290,7415,2175,6605,1882,4227,3744,1179
633,0,69,48,6349,3463,7708,3559,6602,3049,4249,2435
634,0,77,60,4349,8819,10110,2367,5114,6007,2361,2296
635,0,69,67,213159,38037,31217,9354,4414,6968,2193,1560
636,0,60,64,27620,42198,12335,15786,8322,5114,3967,2325
637,0,53,57,165536,10997,2574,2753,584,1656,452,166
638,0,27,51,260783,258206,30685,54868,7907,4012,4400,1419
639,0,14,48,89090,42009,17922,6088,2224,1493,220,745
640,0,10,47,103392,40392,12513,5075,4420,1979,492,982
641,0,4,48,114500,12092,4957,5043,3443,1181,479,772
642,0,14,53,179917,84054,15955,29964,8023,4819,1692,2580
643,0,24,50,20523,31407,8576,4023,2396,3277,2913,3086
644,0,23,44,43994,140037,10499,30441,15602,4454,2060,2215
645,0,27,43,177337,22559,6488,9406,12166,4291,4110,2866
646,0,44,37,7269,11492,4705,2583,14179,5624,3827,2910
647,0,50,44,3933,17931,14607,3722,1842,4200,3731,1707
648,0,60,43,55688,12922,2075,2961,6114,1566,1069,453
649,0,61,48,9999,11570,6447,5277,1470,3294,11319,1954
650,0,60,53,12792,12389,3398,9699,11609,6362,1073,2005
651,0,54,43,41288,56888,9118,7750,4454,5317,3573,1727
652,0,53,51,160643,17756,9083,3325,4702,2061,905,333
653,0,57,51,42539,16471,7519,20534,10432,9865,5006,4159
654,0,54,61,2032,14970,3224,38587,12583,8157,2596,1373
655,0,56,70,16017,9643,7710,12000,8813,2748,1662,2562
656,0,56,61,111118,60835,8276,5448,8192,6576,2299,2506
657,0,51,64,15815,11858,14678,13712,8809,4360,2320,2367
658,0,38,51,12122,106358,6511,25378,14289,4085,4379,2083
659,0,43,47,22598,9674,4756,3515,4414,3074,2729,2175
660,0,47,57,54160,9610,6014,2349,1770,2056,733,456
661,0,51,43,16437,36099,7060,4217,9717,8171,3922,1300
662,0,67,47,20372,14274,4275,7140,8601,5986,5939,1349
663,0,61,47,22463,45601,16677,13453,9794,6306,3275,4238
664,0,54,43,11285,62162,28985,3240,8893,4983,1785,1329
665,0,48,57,15882,9589,12329,6402,2929,2477,5009,1347
666,0,24,54,264250,73701,13046,5745,4985,1401,688,901
667,0,23,63,63622,66902,117019,12420,34467,11159,3802,8559
668,0,37,60,23790,15674,1837,5631,3844,6900,3085,7602
669,0,37,50,228570,74653,23025,12733,8141,8802,3148,3210
670,0,50,54,53822,43219,8552,22873,13225,5816,3810,1047
671,0,47,47,41435,28702,6889,7780,3067,1584,604,975
672,0,34,54,35643,31233,11644,23359,7928,4602,1528,1545
673,0,34,57,34409,56388,14130,27274,12343,7064,3953,3056
674,0,38,63,43132,15634,8013,23217,13401,6896,2000,2902
675,0,43,60,204939,95923,21489,9663,5827,8668,5093,1762
676,0,40,51,101191,18388,2714,4645,3467,922,907,487
677,0,53,51,54619,8212,3770,8594,7071,8333,4551,2418
678,0,50,43,795480,32085,3031,11591,6577,4068,2650,2844
679,0,53,44,114369,84670,21725,18889,21915,12576,1349,1284
680,0,57,43,26751,63733,13316,8494,7360,6445,1452,3278
681,0,47,40,53917,12816,1503,5152,1836,2265,554,756
682,0,53,43,10550,23185,6576,14726,3927,7679,2294,2555
683,0,44,47,350940,82219,22768,16760,6926,4267,3349,1846
684,0,56,47,46381,17513,2132,7420,9172,7332,1641,2775
685,0,57,54,6570,10342,1481,17298,6460,4260,3620,1719
686,0,48,50,61911,65599,3769,24702,9730,4717,1792,2093
687,0,38,47,61353,77143,16983,6176,801,1332,1146,258
688,0,24,43,84856,110334,11788,15794,17817,7019,2364,1481
689,0,17,48,8300,14773,24425,11968,5682,3437,3102,1543
690,0,35,50,24794,13769,9445,5516,11215,10838,4653,2298
691,0,40,53,276050,43435,17042,3972,3743,1702,863,1087
692,0,38,66,58950,48962,23942,19892,3386,3699,3795,1597
693,0,43,56,90264,35848,12730,14392,6152,8139,1998,2576
694,0,27,57,120294,33571,13857,6045,6878,3128,1744,1671
695,0,40,57,111854,24844,9278,16184,22586,4714,2377,938
696,0,51,50,52885,26570,1885,11144,6266,6873,1588,2992
697,0,53,54,7869,8048,7123,9459,6890,3749,4203,1270
698,0,60,56,19023,12977,6869,6911,9567,3531,3054,2262
699,0,63,66,24283,5372,8679,2832,463,2972,2497,1268
700,0,61,66,29223,25830,9913,1852,3014,5381,3360,1793
701,0,50,67,53431,29410,41667,10156,10189,3070,2508,969
702,0,48,60,151000,8435,895,1229,1039,1113,436,265
703,0,40,44,53253,67497,3246,17469,6632,4864,7687,1181
704,0,24,48,179873,30244,13390,2836,4487,1082,666,668
705,0,40,44,21616,10457,7423,8721,5837,5431,3776,1236
706,0,38,57,81859,10663,11567,2009,1037,1981,1170,584
707,0,38,70,32597,41662,41016,15012,3907,4820,4946,1078
708,0,50,81,35309,12276,20196,8942,6811,4389,2728,2590
709,0,41,87,8102,39427,46677,18918,9127,7348,3167,677
710,0,27,87,360550,59840,47613,25343,12611,2972,3222,1180
711,0,43,80,17609,7071,10653,4768,14349,6746,4129,1742
712,0,35,63,259330,48691,4134,7957,3071,2095,468,216
713,0,40,56,11286,18015,4153,12294,5348,5042,4771,2123
714,0,50,69,12216,11349,81005,2003,6575,5891,3876,1288
715,0,43,74,14056,14876,14542,2587,1894,4472,1447,1020
716,0,56,75,6833,33352,4237,7867,5264,8570,5691,1522
717,0,54,69,117865,7668,1822,2030,973,1452,1093,435
718,0,64,50,163421,25102,7477,7816,4043,6839,3451,1382
719,0,56,48,62996,124111,58092,63765,35593,14291,10221,4948
720,0,44,57,20478,41564,25889,11692,13360,3615,4977,1914
721,0,37,66,5176,31308,39723,5321,5138,3360,2744,1661
722,0,29,78,2900,12844,20550,29331,12064,5636,3169,2653
723,0,35,78,3781,27999,17432,6878,4041,3892,3903,1632
724,0,35,70,118307,97045,16945,13903,6469,7376,2877,4795
725,0,40,60,35167,42146,5325,12145,8097,4171,2853,1422
726,0,34,56,14605,45755,51320,21135,8776,5481,3930,1458
727,0,38,54,5347,22266,17844,1854,12994,5406,2546,4387
728,0,43,61,10049,15440,17044,5111,9835,4269,3718,4423
729,0,44,53,124390,70018,6506,4071,11064,7015,2482,1482
730,0,53,54,32070,14428,22252,25740,7794,7841,1843,1624
731,0,47,70,23382,38736,102423,28371,4476,8696,3306,3156
732,0,47,69,3203,24361,25368,6822,22979,6861,1907,2544
733,0,37,69,227523,52822,6266,2558,3798,1610,1390,280
734,0,38,44,295339,9156,588,457,1618,1641,1480,717
735,0,40,40,30840,24228,28202,31543,11760,4862,5867,1143
736,0,35,47,11061,20533,61113,10457,33663,6410,5027,1443
737,0,30,56,166009,116508,14690,41476,7568,3290,2450,1336
738,0,24,70,3242,50898,31300,707,6501,6412,1747,1847
739,0,20,57,43293,52140,20644,4141,19150,2341,3111,2863
740,0,26,44,43360,23892,6040,3487,5490,4887,1972,1669
741,0,34,44,99142,82579,23485,15863,3627,5197,2975,1805
742,0,34,64,19837,8176,85723,5224,2596,7498,3557,2669
743,0,43,57,106736,47565,5950,6090,6369,5825,1867,1607
744,0,41,57,57064,20328,2274,5935,6905,3145,453,177
745,0,41,57,191642,15815,4120,6826,6184,1212,364,460
746,0,47,44,214291,38513,9515,56639,10811,13286,2663,2529
747,0,38,44,93974,37777,5134,2509,1108,1769,707,895
748,0,41,43,35853,44077,5318,8164,3479,9431,2286,1934
749,0,54,41,15289,26566,10088,3282,7547,6667,2194,2492
750,0,38,50,25194,11982,82380,5007,13024,1900,4514,1426
751,0,50,61,86694,22718,14389,10763,5671,5730,2173,1673
752,0,47,67,22171,46621,6058,36331,19485,9418,2379,914
753,0,35,70,28658,52273,26756,7390,17965,4048,5430,2255
754,0,56,50,231072,7920,2341,1447,2409,2396,2254,403
755,0,40,48,44700,112416,59401,19123,16782,3668,3758,3597
756,0,26,38,177275,71773,12100,3221,2599,1874,1217,221
757,0,30,41,532932,37283,28885,10587,8782,7265,2389,2632
758,0,29,48,25248,7337,4078,2148,1424,2401,985,3632
759,0,44,43,257728,40941,4599,11185,8573,5703,6195,1652
760,0,67,43,5947,9621,2618,1316,8058,4698,1752,855
761,0,64,27,41996,21351,1398,2172,2507,1599,918,497
762,0,66,30,3270,7116,4538,11909,10394,5627,1585,4145
763,0,80,37,5281,6368,5672,5611,6647,8899,3005,2320
764,0,70,50,3324,11050,9508,4172,1866,3074,2925,1325
765,0,70,63,28095,26103,15190,10644,7190,3053,1987,5238
766,0,53,50,116404,167540,13791,18703,7346,5733,4943,2166
767,0,40,44,135460,85562,21613,8023,7793,13174,4410,6939
768,0,43,41,12535,13074,7427,7761,6846,5677,1561,1227
769,0,41,40,27404,23578,3610,13989,3063,1840,1600,2354
770,0,41,56,180573,36824,16476,28584,8759,2246,2265,2308
771,0,26,66,14862,43082,38719,12384,11049,1668,4126,2902
772,0,23,60,22810,83014,10374,19284,6127,14895,4524,1791
773,0,37,56,16995,11425,7805,4820,14762,4822,2695,1954
774,0,38,48,630618,65417,26939,2513,5376,3595,2752,1879
775,0,53,47,9950,9375,7229,4909,2837,2250,1737,1208
776,0,53,54,32076,28266,20506,13831,11934,7803,3200,4436
777,0,60,53,5801,10845,5854,1038,2747,7179,1415,1674
778,0,60,51,280298,27260,5071,6456,9015,1454,1206,454
779,0,66,47,111747,2830,1256,1766,2238,1482,1407,358
780,0,63,41,33619,22050,9666,6028,7858,3100,5238,1105
781,0,51,47,167898,55393,30502,10875,4822,9926,2988,1316
782,0,78,43,36633,8825,3416,1358,4224,12106,3391,2088
783,0,56,37,254560,67149,5681,10061,5625,1891,1040,518
784,0,47,35,63259,138374,41558,18019,7052,5625,3653,1270
785,0,53,38,19549,17939,24682,11205,9283,13166,6050,3746
786,0,37,38,100189,25497,1867,4480,2822,3540,559,624
787,0,54,44,14253,30305,9355,10330,5271,9349,4997,5945
788,0,69,41,6851,30955,5846,3720,5294,6367,1810,2598
789,0,57,35,54846,57168,15287,18084,4085,5179,4810,2195
790,0,61,44,9681,24757,5778,17123,12472,7185,2593,3566
791,0,66,38,12030,10850,470,4535,5672,6030,4376,1552
792,0,56,53,454176,62301,55259,19445,1890,6275,3354,1632
793,0,61,53,17039,30405,10041,9783,7954,5967,3014,2292
794,0,53,56,438269,39584,21539,16815,6130,4849,2380,1504
795,0,43,69,69333,33861,11503,26925,6014,7324,3303,4005
796,0,48,61,177471,34487,9382,7047,4215,4056,4387,3201
797,0,47,66,23790,31664,23220,11925,7516,6461,9044,1441
798,0,54,74,43785,7134,11673,13985,2606,6128,2788,1230
799,0,48,69,453436,56008,45646,11512,23958,5141,2765,1939
800,0,54,61,45259,42508,3434,6190,6465,8574,2743,1289
801,0,54,54,88234,9181,724,4727,2565,1475,957,657
802,0,61,51,5543,7823,11791,5357,3890,8186,3227,2267
803,0,83,47,8441,4553,1180,6310,6150,7259,3074,1059
804,0,81,61,35723,28161,16286,13538,5014,7695,1993,1881
805,0,74,70,1188787,58501,79766,17061,10489,5647,2389,1942
806,0,53,67,78207,82038,55211,22595,23717,5033,2390,1992
807,0,34,64,11966,36724,7819,5594,7549,3214,3611,2684
808,0,38,63,216733,16494,15031,6122,9104,10693,4479,3075
809,0,44,53,60609,25547,7345,6399,1659,3093,618,278
810,0,57,50,38418,60713,25157,18320,8225,14031,3229,3420
811,0,60,56,166516,40139,19500,8168,5029,5817,5671,1749
812,0,47,53,62144,57188,5648,24719,3100,4713,5842,2592
813,0,35,57,308988,33127,19936,8566,2086,1159,1336,649
814,0,29,67,12619,18302,45088,11832,8726,5959,3547,1981
815,0,29,88,17233,6604,41738,30857,1428,7208,2074,2045
816,0,37,100,350209,6358,12187,4328,524,2950,1095,868
817,0,54,100,19248,20854,60210,16892,18551,12715,2757,1774
818,0,48,96,41449,42969,14251,24380,9180,2845,1854,1268
819,0,44,80,61732,70270,54489,24412,12175,9996,5251,2948
820,0,40,63,285692,168098,19808,25535,11773,14788,4045,2565
821,0,37,48,31591,27648,3362,6480,4696,3916,3283,1836
822,0,44,48,11932,14067,11516,7727,6601,3533,1506,2288
823,0,53,48,4049,14318,8795,8539,2468,5503,1300,1413
824,0,47,54,40611,42164,20151,5683,3021,2091,534,385
825,0,51,69,1831,16314,24593,8791,2221,9398,2644,2725
826,0,51,64,27802,29914,10858,10899,6748,4635,2261,2196
827,0,51,56,29009,18223,4468,2364,1180,4081,3717,4382
828,0,57,51,6479,33767,7081,9257,7928,3370,972,2881
829,0,34,41,73698,41985,9483,8247,500,618,979,831
830,0,38,37,32270,19632,1199,6140,4316,4485,2915,2887
831,0,37,50,1587,11653,19894,9049,5917,5815,2086,3443
832,0,37,40,41719,19044,1912,471,3449,1411,821,238
833,0,44,48,202507,71398,58856,32311,13534,3752,3584,2743
834,0,38,61,25920,18899,19692,9486,2498,3682,1317,1765
835,0,17,38,74668,53145,1014,4256,1022,771,508,141
836,0,8,64,18474,39260,103906,19322,12633,3286,2534,2440
837,0,14,61,51156,15290,11236,2228,2487,1862,1505,302
838,0,16,54,56034,12673,2139,6173,1276,1980,544,381
839,0,29,64,102526,106289,28094,16171,16323,8733,4031,1781
840,0,38,35,205662,65561,1345,4552,3012,3641,1570,877
841,0,53,29,55451,6454,7958,1852,9844,5885,2483,3176
842,0,41,26,319958,136607,44256,5468,5600,4287,2877,1994
843,0,51,38,11959,5485,11353,7545,6814,5056,1508,1074
844,0,53,57,120953,29855,19467,11116,5101,3350,5116,1933
845,0,50,57,31088,15188,8787,6594,12692,7133,1764,2122
846,0,56,57,187888,32073,5943,6906,3368,2688,1288,951
847,0,50,47,48539,23443,2676,6219,1460,2786,671,340
848,0,41,38,331635,154462,39732,6692,6741,4676,2197,1814
849,0,40,29,15604,36188,7835,3467,11038,8716,1194,1516
850,0,47,41,10397,11360,16930,5375,4795,3992,3100,455
851,0,47,43,263215,44476,14394,5759,2524,6170,3281,2538
852,0,63,50,8264,17296,13362,8633,17046,5684,2143,1744
853,0,60,66,16240,6289,10157,23242,11031,5660,2041,1861
854,0,61,63,13078,7254,9712,1435,4010,2311,1440,1046
855,0,64,67,27822,24965,17178,6109,5930,6471,2372,1749
856,0,64,67,43889,19187,14824,3491,4482,5807,2828,1597
857,0,53,56,146999,83629,8836,28371,8684,5127,4551,1351
858,0,34,54,300351,115165,68393,9473,9729,2113,4352,4633
859,0,26,50,76638,108394,35787,7435,4318,8687,2342,1693
860,0,27,29,257017,38263,1231,2182,6547,9139,3623,1495
861,0,29,27,167637,65767,10390,15597,9493,4483,3664,1216
862,0,50,29,13626,13386,5763,10616,5216,3515,1698,3165
863,0,50,35,27232,30306,16401,10186,8551,3709,1978,2297
864,0,35,41,185823,227439,27899,11821,14573,8196,2274,1906
865,0,40,47,250264,13292,6969,3143,4465,1980,539,464
866,0,34,47,8352,28390,39566,4217,12815,3858,1771,1101
867,0,43,47,32060,14022,13349,3677,9009,6620,3741,1439
868,0,48,64,221077,67106,83601,12034,10693,9398,3617,4238
869,0,57,57,27612,18632,4906,2731,5845,6612,3025,1557
870,0,69,53,3458,22794,5966,13130,4079,10647,1160,939
871,0,69,54,134107,9391,7596,3939,1701,4607,633,751
872,0,80,44,9041,22801,7924,6280,9549,7637,2698,1460
873,0,69,43,194370,134206,13245,16067,12420,11100,2347,3867
874,0,54,56,8452,22070,41974,34175,7350,4363,1992,1619
875,0,50,51,8124,17353,9647,2354,6774,3155,1834,1902
876,0,38,61,88848,11816,10663,3730,1660,1335,833,1104
877,0,48,74,5288,5406,10032,3413,5446,4596,2960,3809
878,0,61,56,2218,12781,3415,4164,6439,4116,1739,3368
879,0,57,56,39351,23690,11003,1970,2400,2607,1252,566
880,0,74,54,17234,10065,9292,9925,6836,7732,3054,2312
881,0,69,56,18430,21120,15481,20273,2690,8394,5495,2928
882,0,64,53,80610,15401,872,2945,2305,2203,853,741
