sample id,signal strength,attention,meditation,delta,theta,low alpha,high alpha,low beta,high beta,low gamma,high gamma
1043,0,48,69,18404,14086,47144,23810,5970,4809,1722,2173
1044,0,51,83,1499003,85653,53749,62367,11150,18220,5622,1153
1045,0,40,66,91099,18364,3237,2370,2596,1821,2498,302
1046,0,48,54,19189,22611,16484,10563,4632,7455,3103,1915
1047,0,51,43,131110,21360,21154,4491,4202,3340,394,726
1048,0,50,47,66153,24918,50668,3024,11158,5799,3546,2267
1049,0,56,53,5985,18829,11803,3505,6030,5486,726,1671
1050,0,53,47,984865,63313,19857,15627,24339,12780,5235,5655
1051,0,57,44,114803,23155,9795,16894,8750,5188,5493,5778
1052,0,75,29,21913,19180,9176,2524,15267,13053,2621,9972
1053,0,88,17,9750,7655,1526,1664,5565,5937,1834,1656
1054,0,84,20,23337,45728,14802,7303,3290,6536,4458,4287
1055,0,83,17,66649,32309,16390,13251,7863,6430,2100,1601
1056,0,74,21,79429,41153,4802,13284,5490,7941,2912,2756
1057,0,43,17,296644,154590,3909,16067,4983,5273,3035,3703
1058,0,43,14,327805,51842,3969,17023,8887,6219,2310,2481
1059,0,30,16,107653,94883,64075,43633,30917,7135,1573,2264
1060,0,30,24,176901,53498,24138,36761,9188,15160,783,1576
1061,0,40,40,76635,26481,5425,13619,2815,3086,2105,2033
1062,0,41,34,253790,70890,3319,9335,13010,8881,1677,3292
1063,0,48,43,130576,27820,94265,9756,11592,8148,3133,5550
1064,0,50,41,32235,15740,8118,8872,8739,5240,2527,2412
1065,0,43,48,184871,70424,81087,27840,8011,6512,2516,1847
1066,0,48,56,38098,40446,17576,2157,4248,9524,3431,1883
1067,0,60,40,139529,5359,2973,486,1820,1600,484,514
1068,0,44,50,60454,24815,35873,13457,3909,3219,1979,656
1069,0,56,50,30198,13294,7095,20119,3107,3856,3078,2378
1070,0,51,57,31845,30032,20473,12865,5812,7458,2012,1491
1071,0,40,61,65109,54544,35317,9860,14737,5498,1545,1424
1072,0,51,44,53232,42588,8003,9204,15693,7593,3067,3000
1073,0,47,40,30495,48260,44443,11867,7960,7461,3128,2274
1074,0,56,35,66370,23311,18704,5584,11056,13631,5475,1847
1075,0,69,30,31498,31402,8050,7706,5100,7988,3111,1773
1076,0,64,41,46979,32853,29641,12367,16669,6067,1616,3815
1077,0,61,34,28580,50918,13545,12329,12270,4206,3356,2407
1078,0,43,48,62101,12012,43856,21343,11683,3810,4120,1325
1079,0,29,40,250653,142444,17773,8531,14266,8149,2297,1934
1080,0,27,34,94538,12161,1351,4308,1332,1242,400,690
1081,0,23,30,7252,58008,10385,12717,4753,2893,2508,838
1082,0,29,3,31778,42779,1906,3573,4844,3896,1342,3075
1083,0,34,24,6530,27291,37469,23147,5518,4812,3298,1960
1084,0,35,35,85522,9694,9736,4042,1574,1881,920,637
1085,0,38,47,72319,18846,19201,11761,6847,3063,3276,1972
1086,0,37,64,42678,32681,15110,16480,5235,5008,3983,828
1087,0,40,47,32999,56487,3695,12716,3746,5345,2660,3091
1088,0,51,34,41421,11814,3555,4364,17016,5018,2856,3728
1089,0,61,26,65927,17023,7600,9473,10791,5341,2361,5504
1090,0,67,29,25292,11806,15710,8968,4979,4842,3434,1570
1091,0,63,21,26174,70496,3736,5062,11363,3780,1433,3040
1092,0,53,34,22725,14896,8795,8568,3478,3459,1747,1852
1093,0,51,37,146810,8967,5886,2302,2159,2006,339,508
1094,0,56,27,33442,25544,719,19336,5207,10926,2364,1446
1095,0,74,35,22038,25681,5585,3858,4819,8359,2963,876
1096,0,70,21,48681,72135,10916,4023,8032,7311,2522,881
1097,0,83,20,90068,8966,6359,5692,3535,7132,6076,2495
1098,0,74,11,14920,51324,7503,3375,8245,5719,2167,1706
1099,0,64,17,59629,20294,9057,5849,6117,3826,1090,3074
1100,0,66,24,24220,32764,11193,7938,13729,5506,2813,1614
1101,0,61,29,44701,8280,14807,5118,4870,5889,1439,1619
1102,0,63,47,76227,2775,2646,1870,787,795,517,546
1103,0,69,43,20365,29130,11718,4205,5796,8377,1628,1935
1104,0,74,35,16399,25673,4537,1165,3612,4266,2781,1808
1105,0,63,23,18486,43019,9019,4633,5286,4806,4052,1877
1106,0,54,11,25393,32235,5856,5416,4516,1856,2574,1510
1107,0,48,21,7307,14330,10493,12264,1952,4554,2632,1802
1108,0,56,38,5250,5014,2829,21500,10493,7992,1958,2010
1109,0,64,44,20298,13456,5492,5720,1999,5388,3072,1937
1110,0,67,56,253307,51124,47377,19251,5764,6880,2442,1778
1111,0,78,44,13152,10244,3730,2665,5182,5570,1450,3140
1112,0,70,43,41709,18748,16770,14332,12964,7747,1421,1293
1113,0,69,50,25956,8308,10088,7819,1933,4198,3039,7583
1114,0,84,43,5705,19897,10503,9900,12465,8917,4099,2038
1115,0,70,48,311811,7869,4673,1321,1450,1093,216,502
1116,0,57,40,26970,46833,11667,7457,5372,3473,1677,2042
1117,0,51,38,171372,26038,32872,14175,17062,6368,2570,4120
1118,0,34,44,30271,24831,19604,15708,5795,2617,1323,1870
1119,0,34,53,58832,10582,14656,8906,2801,2950,1846,1797
1120,0,50,53,6788,7949,3362,3084,7889,3445,2245,3070
1121,0,57,51,58084,10067,7547,3284,1836,3991,634,406
1122,0,54,53,60068,40987,34533,20621,7138,2966,2808,2930
1123,0,48,56,6608,16713,23876,9954,2437,2492,1661,2067
1124,0,43,70,286159,13965,7712,40086,8244,8551,1567,734
1125,0,50,67,17461,6517,7443,3119,10972,6160,2582,1866
1126,0,69,50,26627,22012,1547,5043,5236,6432,2602,1644
1127,0,74,41,29843,28516,15865,7800,4837,3247,2049,924
1128,0,80,35,55244,6871,10903,1565,4284,4696,1152,1985
1129,0,61,50,52734,15120,37877,13041,5352,4348,2703,3490
1130,0,61,61,14266,9423,9957,1466,2956,4911,2396,2749
1131,0,75,66,97469,3816,5921,1299,1185,2110,1108,439
1132,0,61,75,31166,9806,12418,18520,4785,3012,1901,1241
1133,0,66,69,22197,12816,12710,10330,2629,3459,1942,2517
1134,0,56,75,82517,15860,9258,15583,3228,3475,3327,2566
1135,0,67,61,25579,9652,2842,4756,6027,12637,3806,1618
1136,0,81,37,51520,29311,3965,1547,3229,8264,7546,1562
1137,0,77,35,207870,69291,41827,31919,7768,7849,1552,3789
1138,0,84,27,171238,20611,4273,14552,6358,7350,9097,5162
1139,0,69,34,25557,21450,9120,5343,2696,6405,6466,3209
1140,0,56,57,74876,31925,59766,18037,8197,6759,3983,1277
1141,0,63,47,34982,26573,4217,6988,4942,4329,2093,2534
1142,0,56,48,12533,27557,12873,14706,9714,5248,5134,1283
1143,0,54,47,53028,14984,10132,4071,13615,4733,2378,826
1144,0,54,43,107688,10816,13111,4563,1503,1783,480,214
1145,0,56,47,34017,28285,10095,6371,11505,5756,1859,2156
1146,0,56,51,70210,17134,35883,3190,11337,5270,5927,1677
1147,0,47,54,46600,32750,19197,5163,8105,3103,3881,1371
1148,0,64,43,11976,7471,9234,6068,19029,8976,1372,2576
1149,0,66,44,65805,18928,606,13430,4769,5188,3650,1560
1150,0,70,44,13924,21758,23726,10109,2386,9610,5653,1018
1151,0,75,41,257083,45874,4638,24737,15238,6085,4224,1872
1152,0,63,41,27253,14957,7501,5506,10352,3408,2700,1638
1153,0,61,40,28163,27106,1765,10629,4169,4966,3086,1465
1154,0,60,38,28405,15178,8698,11941,4471,5319,3740,1308
1155,0,78,38,23126,8528,4836,5131,3271,9070,4278,2078
1156,0,83,27,25531,42339,3442,4556,7254,9680,2002,2083
1157,0,69,26,85046,51726,8316,8493,4038,2670,5609,613
1158,0,61,26,55117,30412,30349,3505,6977,3993,1241,1330
1159,0,38,20,77872,71305,17696,3317,11007,4586,3348,2558
1160,0,20,34,187998,84324,16801,33757,6686,5216,4470,4553
1161,0,21,21,267671,39552,228,3419,2603,1751,1357,600
1162,0,21,20,154751,119297,41976,48792,13813,12406,4419,3338
1163,0,26,30,245401,16877,15095,5874,4186,3125,2969,1024
1164,0,37,54,190486,2520,44463,5631,1478,4348,3053,2554
1165,0,41,81,375023,35601,47444,34311,12142,8199,3363,2051
1166,0,37,80,249722,109862,51660,20268,3982,6945,3013,1901
1167,0,48,80,16886,5937,10822,5476,5182,5356,3917,3619
1168,0,44,66,163667,39101,40081,24356,3039,6518,5524,1921
1169,0,40,38,110582,59769,1174,2274,1121,2843,834,737
1170,0,57,40,26625,16087,11225,7264,8275,7753,1942,2438
1171,0,54,38,27346,12890,5381,10144,6309,5108,4245,2468
1172,0,64,35,50012,12463,16216,3915,6410,5143,3900,2296
1173,0,78,56,22023,21772,20306,4669,14020,7238,3940,2328
1174,0,67,57,13289,28207,23838,4792,4580,4746,2694,2331
1175,0,57,38,300673,279692,14367,13788,34901,21489,23470,7712
1176,0,53,37,62121,25401,16236,9183,3531,4359,2920,7432
1177,0,50,30,42142,60915,21334,6366,7414,10842,1491,1434
1178,0,44,43,84604,21451,69682,24202,5756,6673,2685,3123
1179,0,61,53,14527,21259,1233,7382,5155,9532,1612,2161
1180,0,66,44,361889,45503,7420,7125,4060,9214,2855,2043
1181,0,60,47,44559,56899,22077,11788,17609,5952,1340,1634
1182,0,74,27,16407,17879,2766,6218,2974,6469,1407,1115
1183,0,63,30,17617,12532,4922,3015,9227,2304,2628,2008
1184,0,56,43,31580,21398,8192,19110,3848,3512,2239,1554
1185,0,53,47,160488,69665,27842,35228,17717,6970,3260,2202
1186,0,44,61,150787,5670,13835,3946,1161,2494,715,602
1187,0,57,61,60628,15695,7812,3135,6198,11648,2004,4712
1188,0,60,64,144069,36239,65760,8652,9302,8540,2714,1857
1189,0,75,54,270800,42747,5042,14735,22025,14820,4289,7522
1190,0,74,35,132376,104356,9032,10158,6467,11380,6886,2659
1191,0,60,38,189337,25632,8605,13337,10299,5273,3008,5673
1192,0,54,29,805083,55719,28402,9908,17535,4945,3651,1308
1193,0,47,34,158235,54616,19849,7344,3901,7266,1610,2932
1194,0,48,37,101501,42292,3305,8833,4109,5651,3432,1157
1195,0,50,21,103828,57365,3926,3624,5128,8524,1548,3719
1196,0,57,29,45312,22897,50466,14448,18743,8956,6631,7084
1197,0,51,37,74637,43749,30809,10013,4229,4661,1561,1163
1198,0,57,50,58691,11809,14101,10024,6097,6994,3340,2354
1199,0,53,74,135428,28467,46280,10120,5467,6693,2964,2901
1200,0,56,64,59501,39519,27371,9321,12354,12082,3318,1452
1201,0,61,57,150076,81725,29007,15751,15725,12371,2295,9293
1202,0,41,54,529001,110744,57346,15721,14194,5442,3289,1417
1203,0,38,37,347412,17543,998,2934,1103,1170,1236,507
1204,0,29,43,75821,14004,27705,17970,25254,3649,2626,2227
1205,0,20,51,12799,36884,38925,8485,5868,3188,1994,2717
1206,0,20,37,72874,98968,5187,6330,6791,3224,2390,1110
1207,0,16,37,340671,41837,8732,2476,1286,2253,636,634
1208,0,23,34,49728,29980,24703,13747,15336,8325,1829,3241
1209,0,34,27,442157,25269,17128,6156,8397,4381,3258,1652
1210,0,41,56,193791,14420,34026,18402,4212,4523,4900,3227
1211,0,40,56,879388,150085,21255,17088,9935,6510,4108,3985
1212,0,34,51,12360,26671,13750,3661,9143,2970,1185,1535
1213,0,34,48,329023,20409,4143,4095,2551,2619,1113,270
1214,0,37,40,27028,12693,15993,4233,4185,3270,3983,2524
1215,0,43,51,46511,35530,31072,8709,7396,5000,2814,3508
1216,0,47,48,50931,17391,3610,2411,2471,2007,980,306
1217,0,44,50,350088,105256,43481,19308,30563,15254,2983,3137
1218,0,43,43,85039,80635,43318,11342,17435,10460,1227,3032
1219,0,41,43,43190,40166,41424,5841,11809,4485,2003,3077
1220,0,47,56,75484,8797,5418,19286,5568,5141,2878,2100
1221,0,44,60,31142,58871,33116,15729,14343,9068,10051,9436
1222,0,50,69,164219,14635,23549,17097,3485,5858,1715,5506
1223,0,51,60,40954,62713,6843,14896,20741,5393,1864,1796
1224,0,43,50,18145,31553,8981,7583,9585,3171,1396,1378
1225,0,50,57,115422,11836,14541,19209,7045,7209,2260,1665
1226,0,50,47,33621,51274,21113,12130,8930,8290,4373,3215
1227,0,48,66,82246,26998,56999,31991,4071,5933,3342,1846
1228,0,53,61,38125,64621,15018,5837,20296,10989,1982,2778
1229,0,56,56,21434,21560,19843,13491,9382,11531,8718,2566
1230,0,44,60,132296,49451,30683,9749,4547,3164,984,3321
1231,0,57,48,51139,16737,13794,3536,7454,5534,1924,2477
1232,0,61,54,4693,10704,10113,7251,19968,5336,2636,1658
1233,0,60,56,8410,10693,13713,5755,4122,4939,2195,3248
1234,0,66,54,13965,16554,18342,2488,14931,2902,1086,1203
1235,0,66,53,580783,32133,9566,27866,33787,11148,1808,1109
1236,0,51,63,74934,53110,80860,30270,12852,7191,2274,1661
1237,0,47,54,22784,31995,1080,18629,15300,5350,3303,2725
1238,0,56,53,13474,27176,2275,15366,6537,7213,1974,2353
1239,0,41,57,88562,45801,32403,27591,10214,3984,3888,1220
1240,0,50,47,431830,84827,16328,29855,14090,13023,3840,783
1241,0,53,41,31744,34416,2963,10075,14382,6370,3150,1519
1242,0,47,38,26896,24945,5385,5010,7241,3240,2787,1554
1243,0,54,29,235635,81977,4719,34846,6870,12075,3814,1180
1244,0,44,17,48985,96555,7874,4266,4440,3589,2287,2064
1245,0,41,37,147123,2050,9601,1113,3160,1214,722,418
1246,0,48,48,97432,8164,19662,5346,9144,6758,1240,3419
1247,0,50,53,53742,22731,9270,16271,3205,5349,2606,1373
1248,0,54,61,222630,77027,11645,9181,4263,4643,2558,2557
1249,0,53,41,213473,79307,11692,7445,4256,8001,2091,2820
1250,0,26,30,357879,116555,36569,5382,9402,2701,2375,1654
1251,0,23,14,149226,155291,2112,18366,7477,14236,3587,3298
1252,0,29,14,149232,13447,2519,1736,2119,1752,748,445
1253,0,43,13,18690,12256,1905,4842,15705,5301,2700,1217
1254,0,67,7,24054,29509,10832,7943,93806,8460,4583,1428
1255,0,80,8,42513,32474,707,8055,18314,9648,3464,702
1256,0,67,3,121159,113451,9367,10955,23209,4729,3309,2017
1257,0,57,16,66941,33513,26542,15566,5360,7283,2721,1923
1258,0,41,34,42533,43180,37517,6251,7274,3514,2540,1463
1259,0,29,54,93618,9273,14483,6189,1559,2063,778,451
1260,0,30,54,214990,168539,13903,15421,20578,8542,1220,1488
1261,0,35,44,147556,19467,4219,3544,1720,3685,554,682
1262,0,53,40,58761,26258,9658,3959,1527,8384,5367,2236
1263,0,56,38,79459,16282,24547,15561,4538,5810,1870,5412
1264,0,54,34,298102,175494,2261,15319,13233,6783,3027,1177
1265,0,54,38,349875,46296,16689,23972,7069,10404,1709,1978
1266,0,37,48,106024,12444,14363,7665,3041,1388,837,517
1267,0,47,44,104524,6344,8513,5942,2310,6274,1308,616
1268,0,57,69,10371,8651,9883,18330,3709,4556,3485,1253
1269,0,60,70,63865,7389,8671,9638,14472,3473,1045,3620
1270,0,63,69,107434,36297,22467,20963,10188,4467,8005,7439
1271,0,60,66,6869,9959,6548,9811,5567,5554,2755,1832
1272,0,57,50,70444,29214,1185,6770,6491,3822,1636,1217
1273,0,70,48,5405,6215,10941,2886,6103,8784,2567,2193
1274,0,84,44,29520,18567,13862,6532,3961,8454,2444,1910
1275,0,61,30,132098,38122,2921,4159,2679,920,399,446
1276,0,54,47,24949,36539,40885,8586,4298,4260,2023,2774
1277,0,30,48,39102,36397,14992,20466,6849,3445,2321,805
1278,0,27,50,35524,25223,13244,16483,7340,8496,3177,1779
1279,0,50,54,59877,17925,7172,4763,9993,5298,1948,2040
1280,0,57,48,29010,45707,21180,7934,7111,9152,5144,1570
1281,0,66,43,133542,21484,4097,9624,2284,3770,1286,1011
1282,0,60,41,70438,50745,27944,11855,9858,7881,3209,1897
1283,0,48,43,480182,98289,40030,5571,8859,8071,4123,1905
1284,0,56,41,22836,15179,7039,3189,7654,5701,4276,1043
1285,0,50,41,38962,31557,7259,13935,9616,3116,4261,2475
1286,0,50,40,83273,14715,5812,4155,2987,2061,1013,924
1287,0,57,43,85672,16400,8614,9601,11445,4437,2063,2457
1288,0,48,48,47376,65040,6427,47460,10636,9294,6856,1180
1289,0,53,48,90975,146238,70319,6006,11504,23088,5249,3607
1290,0,50,50,36744,55094,29164,3636,1367,5994,2042,1977
1291,0,50,47,28733,48976,5265,15228,2509,7758,2818,1485
1292,0,50,51,300779,4145,3718,2454,626,876,1220,399
1293,0,50,56,20720,17575,17172,2704,3928,4579,870,1299
1294,0,61,57,67970,20265,8227,22064,8088,9802,3387,3163
1295,0,69,63,11901,18814,18822,5151,10086,11094,6062,1615
1296,0,70,57,14746,18144,10364,4573,1337,3711,1675,2172
1297,0,74,47,59802,41623,1980,7367,2867,6289,2940,3341
1298,0,67,41,97315,9225,2943,2279,1402,1876,972,536
1299,0,57,44,20103,10559,6844,8857,7632,2409,3186,1314
1300,0,60,43,97771,24334,12121,5624,2859,5422,844,2518
1301,0,57,48,30610,24708,6035,7074,8655,3816,3340,1366
1302,0,60,53,32380,14664,12966,3513,8216,5175,3626,2140
1303,0,54,47,57696,33639,3732,12081,4768,2821,2453,2153
1304,0,57,38,45334,25918,3711,4276,4165,5973,3018,1543
1305,0,48,27,80713,130058,11373,6622,4276,6169,2918,2031
1306,0,35,21,65335,50693,10564,8208,3787,3013,4103,1072
1307,0,54,30,50158,4794,14554,4561,3504,9533,2264,1894
1308,0,69,34,26141,9769,3476,1769,2526,10007,5701,2788
1309,0,83,40,31690,18290,3523,3749,7844,3798,3887,1086
1310,0,97,43,53834,22555,11428,3057,1968,7008,2757,1448
1311,0,75,37,18774,50990,29592,14871,11008,3848,3933,1673
1312,0,50,30,125054,81893,9467,3504,4446,5983,1359,1169
1313,0,43,38,28986,25467,10037,6178,2227,3114,1861,2197
1314,0,40,48,15717,15635,10917,28503,3802,7438,1828,958
1315,0,44,50,138992,32928,9188,20604,9433,4825,2546,1298
1316,0,53,69,81844,11037,13679,6670,2926,4061,2232,2916
1317,0,60,61,89220,25338,4590,3433,6854,5208,2094,1437
1318,0,67,53,2214,15720,20284,3375,8221,10311,3189,1417
1319,0,64,44,125292,44877,7944,10387,13194,3687,5089,7967
1320,0,56,26,146743,61866,5301,5869,1027,3888,1373,1630
1321,0,48,30,388656,106222,31695,14547,13269,10321,12632,8335
1322,0,41,29,398876,53815,18831,24216,7219,12357,6407,11715
1323,0,47,27,237084,87637,17360,10738,15890,11579,4954,3951
1324,0,54,43,32175,17222,9434,8056,3356,4719,5300,2793
1325,0,64,48,16119,13546,4949,13589,14204,6072,5043,6412
1326,0,64,56,5270,12855,33603,5384,5876,6237,1340,2677
1327,0,63,70,90498,24808,16970,16712,4383,4843,4254,2611
1328,0,61,67,104455,28022,7894,12568,3738,5620,5183,4122
1329,0,56,77,23867,18894,39844,22080,18622,9898,4188,1997
1330,0,50,54,50425,48182,4437,4967,7197,3644,4992,1389
1331,0,48,50,36590,49333,33738,13767,20144,6314,2652,3119
1332,0,48,57,10221,15645,29550,8161,12713,6258,3835,1483
1333,0,60,44,29847,10572,1680,6325,4351,7062,5119,1380
1334,0,60,56,80802,58628,6835,35171,9355,7126,4600,971
1335,0,56,57,22485,30701,16437,10802,9713,2843,3173,3745
1336,0,47,43,303320,10340,1400,1248,882,604,978,758
1337,0,26,35,21514,105091,8370,13953,7106,6229,2267,2460
1338,0,27,37,65396,52871,43664,3724,9623,7748,2985,2695
1339,0,30,20,100376,73608,3095,5232,4101,5655,2421,3044
1340,0,34,26,51300,58728,20065,18146,15022,4773,3248,3004
1341,0,43,47,49391,13858,28425,15291,6885,8179,3647,4547
1342,0,44,43,33023,38204,5002,21062,12004,5953,4018,1992
1343,0,60,56,17297,12957,3927,4888,1662,6389,3600,6758
1344,0,66,51,227596,112132,34770,4669,5953,14822,3531,1593
1345,0,56,43,70869,48793,21958,20390,10494,4317,3459,1902
1346,0,64,44,162525,38494,12242,22385,17589,15469,4988,11084
1347,0,50,38,128611,102182,17070,10743,16896,8502,4592,3625
1348,0,66,37,17946,5866,2884,1010,5393,4197,1402,2021
1349,0,69,40,8600,34197,13522,23527,7483,4466,4944,2524
1350,0,63,29,7814,39492,2455,6503,6766,5914,1960,2305
1351,0,61,43,37679,41663,17304,26122,6399,4899,1585,2964
1352,0,37,44,135922,106927,19819,20256,8779,6169,3622,2931
1353,0,44,38,147585,50240,14184,19783,22053,11626,8881,4878
1354,0,34,41,391445,18435,4000,507,705,1007,815,654
1355,0,40,38,376772,78758,69784,5103,25449,14574,3803,7467
1356,0,48,38,54631,35432,1053,11596,3040,4656,1896,1551
1357,0,37,34,294242,39079,6149,5577,3473,2026,1825,1448
1358,0,47,47,29007,32577,15166,31583,11338,10077,6002,4761
1359,0,48,51,1526602,17688,26971,10647,11117,6238,6784,14043
1360,0,41,50,123803,15706,2146,2747,1013,1201,243,414
1361,0,57,43,24323,15298,1800,2002,8564,3402,3826,867
1362,0,43,43,459373,19312,14698,7756,3937,1401,417,310
1363,0,47,40,127695,23040,17872,9054,4407,8157,6933,1352
1364,0,50,44,18749,38345,16556,7927,8388,5580,1758,2520
1365,0,40,74,27407,9221,12790,29042,5429,3345,1487,3291
1366,0,43,75,129000,36411,65315,6531,28758,4783,1295,6739
1367,0,37,70,50424,48235,27519,7597,7708,6869,1493,1963
1368,0,50,74,23492,9548,5793,7505,7674,6736,3462,1450
1369,0,50,56,39256,82420,3131,36096,7147,7830,2504,2096
1370,0,53,57,33770,6990,7972,4893,1885,1026,631,617
1371,0,43,63,50350,62968,46605,15531,6648,3965,2523,1900
1372,0,41,63,100495,35405,23369,3638,2972,16542,5132,2682
1373,0,35,70,117854,65028,44851,39311,6967,5245,3023,2450
1374,0,43,63,26927,21581,11796,8630,9139,6045,2263,1878
1375,0,44,61,552963,56822,24825,31382,19004,3649,1472,1520
1376,0,20,50,46780,96783,2022,12425,6641,2642,3824,3751
1377,0,30,41,32099,17994,3661,10342,7750,3548,4485,2603
1378,0,20,43,32522,44734,11886,26257,12440,3710,1963,1617
1379,0,40,47,14877,11330,6223,16824,4121,8181,1483,1487
1380,0,44,51,45929,95077,9797,18728,7595,5589,2245,3153
1381,0,56,38,33151,19756,465,3990,6259,7942,3305,4051
1382,0,64,30,40225,43666,11369,10659,11990,6898,2981,1521
1383,0,50,35,12103,27835,9595,40231,4980,3786,4270,1440
1384,0,60,41,56013,56736,27859,6765,5707,10180,2962,1301
1385,0,30,57,59345,73640,48456,14125,18424,3550,3480,2161
1386,0,30,74,61016,30311,24411,41554,13111,8379,1905,2790
1387,0,30,60,239088,8940,2098,1490,1500,624,460,192
1388,0,43,57,9024,15889,5536,6266,2447,8441,1198,2502
1389,0,54,44,107717,17260,467,3304,2831,1541,1425,1247
1390,0,48,29,13987,49602,4915,12438,8070,3638,3601,2616
1391,0,51,44,48359,10865,38900,3585,9414,3733,4754,1833
1392,0,44,47,28136,19848,12605,6664,14794,6696,4391,2476
1393,0,40,51,208825,176373,32394,27295,15312,10597,5384,3153
1394,0,43,48,56317,30329,6569,6375,21932,2908,2305,3704
1395,0,27,34,138345,164531,43389,19350,7750,3591,3096,5533
1396,0,23,27,55825,57218,4479,14277,8859,8184,4530,1986
1397,0,51,27,12828,11101,5932,7280,9950,19153,2837,3555
1398,0,61,35,37757,26043,11055,9384,7426,9451,1922,6098
1399,0,80,40,12036,41381,15418,20647,10726,8128,3259,5209
1400,0,70,48,19247,30603,12952,8135,2437,2537,2441,3545
1401,0,50,53,39064,20368,8516,11062,7036,3540,3123,2646
1402,0,53,53,36960,13484,11489,1536,6489,7927,3736,2040
1403,0,54,44,162225,85350,19062,4234,4801,13195,2370,2437
1404,0,67,35,64122,23875,1119,6427,6685,5671,2651,2832
1405,0,81,35,44636,8885,7372,4771,3475,7430,7659,2750
1406,0,70,29,23652,49454,11342,9996,9796,9163,2899,1601
1407,0,69,43,50871,15453,13659,5139,2759,3529,1140,954
1408,0,74,50,93975,46141,21215,9977,18060,17908,7217,6492
1409,0,74,53,45174,6722,12868,8154,5384,10544,4710,3133
1410,0,78,50,32363,32821,957,8011,7290,8815,2839,2630
1411,0,74,51,16047,30858,41389,11562,8331,4958,6797,1804
1412,0,60,60,119446,33353,20914,19877,7756,4880,2764,4266
1413,0,48,54,313310,48874,38025,13104,27690,10869,6046,4608
1414,0,37,67,63684,40667,15482,27310,10858,6472,4195,3828
1415,0,40,50,45413,104206,12861,11301,4535,9899,2188,3088
1416,0,43,50,15132,22407,14150,14829,9364,4130,6313,3403
1417,0,47,57,41923,17571,34575,8290,4220,9512,2924,4891
1418,0,54,60,18661,10444,12145,5428,4159,4349,6210,2756
1419,0,64,81,19181,3991,11316,14991,4202,6593,1931,1531
1420,0,75,75,58256,7669,2875,3658,3902,3015,540,657
1421,0,66,64,41962,25461,8812,7112,6216,3238,2794,1598
1422,0,63,60,119693,43837,29622,5359,9599,9408,4099,2963
1423,0,64,51,11715,14938,9969,6842,2449,8024,5015,3087
1424,0,66,51,22550,7563,5778,4320,9785,4010,1959,2742
1425,0,77,56,20414,19178,16024,9945,2629,9196,3347,6285
1426,0,81,54,85509,21228,5374,9883,7545,7863,4008,6288
1427,0,67,66,14918,13286,40909,33039,10319,5226,2947,2871
1428,0,57,77,47097,12117,19351,4070,4453,3274,6135,1723
1429,0,54,69,69390,37533,12952,7967,10085,7930,1788,1552
1430,0,48,56,33968,38144,1390,4519,6831,4261,5620,2508
1431,0,64,43,284719,6667,9976,2395,7551,7013,3488,4563
1432,0,60,30,23232,40448,5420,11639,2508,3295,5392,1955
1433,0,69,41,31354,5862,2850,17694,3082,10045,5833,6890
1434,0,74,53,28732,25004,10638,3680,3262,6031,1855,3187
1435,0,63,51,43647,21787,9939,5358,2741,4587,3567,1378
1436,0,74,50,17610,20174,7110,3113,6961,4778,4772,3452
1437,0,53,47,131588,13704,7324,6756,1229,1481,759,1116
1438,0,48,63,30656,10086,34776,6815,4574,4573,3431,1758
1439,0,48,69,22161,13177,10633,10305,3156,3634,3440,2741
1440,0,35,75,95790,23343,9263,3843,3212,1768,859,631
1441,0,37,69,112320,16328,1604,6898,700,1465,1314,639
1442,0,44,44,32033,14597,2413,2904,14128,3847,2919,2201
1443,0,40,44,5041,11832,15796,4649,2170,2201,3231,2073
1444,0,54,51,15841,8646,7548,8400,5443,5148,3395,1415
1445,0,61,51,32850,41050,13396,10777,1366,7039,4082,904
1446,0,64,57,7206,19528,10725,596,3924,9703,7974,2941
1447,0,66,51,105450,11575,5027,5406,2232,1769,485,498
1448,0,60,44,29519,36396,14366,3859,5868,6018,5463,1431
1449,0,64,48,24389,15686,14852,5527,6571,5811,4033,1133
1450,0,64,60,35313,4701,5877,15352,9690,7501,2074,3875
1451,0,69,57,98381,35942,17536,14121,11118,10148,5576,1769
1452,0,80,67,60931,1626,5945,7794,8253,4272,2113,1541
1453,0,75,53,15997,34069,3739,2947,3891,4025,1911,2107
1454,0,63,60,86768,23101,37916,34248,3879,8506,3379,6899
1455,0,57,53,109574,41465,10649,6893,12436,4203,3295,4946
1456,0,50,40,28793,34976,6904,4790,8176,6318,2281,4049
1457,0,53,44,24997,18518,3349,4560,4942,3785,2435,1958
1458,0,57,30,131281,29010,9240,9924,4189,7592,2575,3505
1459,0,56,43,335955,41542,12968,42422,6975,5135,2704,1723
1460,0,56,44,193297,25686,7765,5416,13563,5928,5201,5219
1461,0,51,56,122642,29923,26091,15933,9196,6335,4131,1259
1462,0,51,57,27596,13929,14319,5889,10637,5611,5888,3418
1463,0,56,41,23623,44903,5930,4690,10478,5859,3063,2122
1464,0,53,47,22923,53819,26363,5465,7305,8131,1341,1690
1465,0,60,37,19628,28322,5496,6272,6202,6325,2987,1551
1466,0,67,30,22294,11918,8797,6510,12707,9329,1997,2865
1467,0,67,54,19659,17652,65451,10410,11796,8504,4290,5121
1468,0,64,54,91746,48540,9956,20456,8844,5170,4866,1641
