sample id,signal strength,attention,meditation,delta,theta,low alpha,high alpha,low beta,high beta,low gamma,high gamma
441,0,47,57,20235,2591,5519,13906,6553,2759,2848,1092
442,0,51,80,19173,11023,3744,16183,2157,2477,2673,2158
443,0,51,81,7886,7873,12928,1572,5348,3937,2057,1403
444,0,48,83,36621,41861,4784,13019,8703,11522,6301,2399
445,0,44,64,72477,85863,24841,2422,3155,7911,4310,4317
446,0,51,63,15917,11710,15211,11573,10718,6750,6372,3416
447,0,47,56,8050,27895,12215,7583,5790,4646,5538,8675
448,0,43,63,4297,16484,7508,2852,2148,3599,3003,1529
449,0,51,61,7327,24927,6447,3747,8702,7510,2550,1743
450,0,43,50,344704,18392,4023,2634,1447,1489,253,352
451,0,50,41,7778,18423,3239,1918,2516,5185,2037,1126
452,0,51,34,152022,22320,912,8173,4381,6400,3896,1533
453,0,41,26,68145,70839,5533,3405,2983,4349,2606,1697
454,0,51,37,3808,8963,8338,5656,2370,4924,2810,1993
455,0,48,44,5703,26201,8852,8848,2316,6122,2153,1641
456,0,44,67,6534,6987,23358,15649,4197,6203,1955,1723
457,0,44,84,14143,30002,7608,16216,10953,3048,2275,1291
458,0,38,87,553797,9549,29684,8068,20455,4363,4396,3013
459,0,40,78,142187,5261,367,1151,664,1201,276,191
460,0,34,64,11481,41591,19849,13925,7009,5180,1087,2896
461,0,44,70,22786,9710,13723,6107,2499,6474,4151,2192
462,0,48,53,422771,59973,8866,6293,14181,11062,9655,3534
463,0,51,61,25956,20159,8601,8852,5143,8294,2512,2150
464,0,54,69,82494,17799,28047,4236,2990,5430,1764,3109
465,0,37,64,388479,94013,76556,10384,25501,5514,5758,2342
466,0,37,69,76978,29352,6056,6858,7239,5498,1420,2422
467,0,26,63,294063,18854,3216,2485,1927,1888,648,912
468,0,35,61,24880,8596,12844,3968,1536,6190,1743,1700
469,0,56,63,19766,5473,5411,12102,8347,7193,3153,1747
470,0,53,70,10457,34873,17322,12082,8768,6251,2216,2146
471,0,57,70,5339,26995,8797,1884,5047,6048,2148,1672
472,0,38,66,44380,116844,57196,28259,10253,5354,4196,4671
473,0,27,63,113004,14995,6641,5178,1500,2953,1673,643
474,0,37,60,19267,23669,14801,5821,10832,8818,2815,3546
475,0,30,67,18939,37166,25733,7574,17301,6343,10690,1710
476,0,61,61,13263,9472,1743,6249,5292,13116,5241,7200
477,0,63,61,71959,19195,10199,5772,1546,4453,1684,1214
478,0,60,56,69109,26427,9764,2245,9018,6195,10153,6130
479,0,63,50,32513,16585,12202,8139,32690,4704,1553,2141
480,0,47,54,10898,18862,4356,11543,12249,3778,3277,3579
481,0,41,60,55496,24878,30562,10307,3764,5316,1565,1494
482,0,51,57,19533,13477,2713,5152,9154,10818,828,1143
483,0,40,69,137038,88600,37462,77407,13675,6740,4251,3307
484,0,41,57,5053,49044,4447,5986,24237,6881,1387,1055
485,0,41,48,11428,25323,10362,3971,2949,2968,1983,1498
486,0,37,63,17420,5006,8724,6192,3537,6099,1972,3728
487,0,48,57,164668,80917,37003,36899,8165,21320,2451,2780
488,0,40,57,44945,33883,4698,918,2085,1621,619,727
489,0,40,51,368322,18264,2599,1753,1006,1857,631,622
490,0,41,53,15348,5584,11295,10043,3848,8581,2075,1614
491,0,44,57,34659,3055,6627,1047,1375,2137,429,272
492,0,43,75,72826,50951,31937,8725,5296,3080,798,1471
493,0,53,80,10839,12242,3384,3923,4458,5075,1084,869
494,0,54,69,10282,4475,3635,1582,3573,3635,1502,1846
495,0,51,51,10516,28791,4895,3163,4679,5114,1668,1767
496,0,67,48,8161,14333,6230,4374,3560,6049,1948,1734
497,0,70,57,7353,4321,2194,8993,1848,5921,2761,1013
498,0,69,67,84459,713,2527,4555,1708,2728,437,178
499,0,70,83,9747,10647,8058,7550,3583,4241,3557,1404
500,0,70,81,12306,10596,2464,6510,9821,4527,3350,1383
501,0,69,57,7076,15010,1539,1448,9603,5180,1917,2637
502,0,66,53,14451,9455,3896,14737,5796,6311,2519,1877
503,0,70,41,4120,11086,1657,3301,2816,4250,1807,1586
504,0,74,50,4137,6412,4321,5050,1853,4659,1476,637
505,0,70,77,6591,6910,20894,8083,9852,8748,1639,1471
506,0,75,67,2909,5708,5169,2671,11254,4241,1407,2415
507,0,63,77,294531,8898,1276,5184,1082,1185,622,212
508,0,66,66,36070,8321,3178,2782,4267,6568,692,2064
509,0,61,60,100385,19059,12536,16310,17552,5803,2024,1043
510,0,54,63,3411,15888,7514,6620,6442,5112,2049,1884
511,0,54,70,26951,7930,10415,10298,4573,2065,1524,1917
512,0,50,84,106622,3268,3000,3662,1224,2115,549,427
513,0,37,87,313710,71727,51543,13825,4299,4489,2801,1261
514,0,38,87,24875,18836,6496,7214,5038,5746,2868,2194
515,0,43,80,3879,13646,16775,1710,5781,5383,3877,2281
516,0,44,70,32659,10947,6380,3110,5916,5253,2825,1526
517,0,67,61,28209,12713,2227,6234,5954,8703,3714,2209
518,0,67,61,13300,10695,7706,2142,4672,3792,1678,2104
519,0,64,60,11751,16398,14382,6485,11974,4015,3056,1910
520,0,56,60,20701,15645,9637,3338,8771,3057,2966,2269
521,0,47,64,6449,18629,7836,6381,4239,5119,3418,1037
522,0,41,56,1473,33275,3234,7669,9053,4525,1524,3192
523,0,44,48,61551,15012,4767,3773,10403,3839,3779,806
524,0,51,48,74019,18663,7169,4906,2708,7150,3723,2831
525,0,51,56,40625,4553,9352,840,1093,2047,640,332
526,0,57,63,10331,19032,7186,5659,3285,6734,2139,1260
527,0,57,80,12891,4602,22829,7784,9066,6328,3387,1253
528,0,51,96,11338,8108,38779,2460,6638,4286,2547,2022
529,0,38,84,121542,25295,9086,251,1909,1128,688,697
530,0,27,90,59069,31147,23525,8473,9181,5604,6869,3754
531,0,20,69,9653,57260,6250,10227,15009,5517,3590,2130
532,0,26,60,7349,13469,15088,2208,2362,5771,2929,2938
533,0,38,74,23672,17819,21325,15255,5403,6500,6091,4115
534,0,43,83,9305,4926,11377,9383,3188,3623,3168,4290
535,0,48,100,10375,3579,38736,11104,5036,6574,1113,1573
536,0,54,100,5752,4497,349,14692,1962,6879,1706,1134
537,0,74,96,7370,5380,3678,2931,2124,10415,1877,1080
538,0,70,84,12263,11075,6450,6941,8365,2845,3371,2515
539,0,81,69,25133,6202,7182,8022,6865,7596,3111,2219
540,0,83,57,10046,9970,4028,3531,3324,7366,2420,2333
541,0,77,61,6737,14937,5360,9137,2175,11492,2260,1907
542,0,69,57,84028,15977,5249,2619,1927,1602,699,412
543,0,61,50,12879,17942,3617,5189,8884,3503,4650,1159
544,0,54,57,11669,9655,5174,9703,2152,4261,1979,1388
545,0,54,54,6754,5733,2105,2392,2696,4410,2202,1826
546,0,69,56,27166,4320,1386,6713,6318,4281,966,2025
547,0,74,60,372973,7035,2424,2131,2602,2036,697,863
548,0,83,54,3040,4963,6452,1361,2312,8007,1916,1513
549,0,77,66,6284,8903,2224,21720,2751,7612,2364,2039
550,0,67,61,10096,18525,3471,4917,5152,3410,4388,1835
551,0,69,74,4667,4804,3550,11832,4578,4077,3408,1051
552,0,54,70,10498,8220,7130,645,5790,1878,1972,2373
553,0,61,61,8900,3586,2698,2812,5679,4072,3017,1269
554,0,56,81,9436,4835,8568,12236,2151,1793,5271,2087
555,0,48,67,81507,11634,2786,1737,935,1504,716,464
556,0,54,67,10798,5746,1033,7170,6348,3368,3234,2113
557,0,50,70,3660,10342,1726,6854,3403,4570,2534,1883
558,0,43,48,561289,191646,20690,35301,18955,9914,2779,2348
559,0,40,53,613573,12324,1400,6709,1659,1202,538,223
560,0,21,40,1200624,128182,6505,13937,3455,4174,1004,1073
561,0,4,29,1012580,22459,3035,1689,1349,1082,626,159
562,0,20,48,51112,360,1185,729,537,389,151,328
563,0,13,24,358533,203047,6733,5516,5678,6775,3781,1787
564,27,13,24,1651719,30090,25245,2149,2704,1139,648,285
565,0,17,43,1454009,23339,22985,6683,10156,2669,945,655
566,0,10,51,253320,86901,28612,13920,4949,2001,1779,1184
567,0,1,29,2302456,273424,41035,6881,9198,6850,4972,1925
568,0,4,66,32788,10390,34311,3207,2948,7126,1339,1620
569,0,17,69,7801,6219,5533,11962,3823,4981,1985,2159
570,0,41,70,17410,10875,7801,3876,3584,5224,2900,2386
571,0,53,90,9177,25809,15589,15224,3778,4559,2562,2302
572,0,53,90,6003,12603,15063,45288,5127,10469,2939,2955
573,0,51,80,37506,13495,8470,2050,4864,4423,1339,2330
574,0,57,80,12870,4606,2220,5121,2099,5715,2672,2112
575,0,70,69,3182,11444,2538,5222,6517,6723,3015,4185
576,0,70,53,34242,20845,10890,4229,7856,5557,1256,1736
577,0,61,53,85444,12847,4757,2153,995,1132,563,375
578,0,43,57,2429,19252,4030,25507,7940,3297,3419,1841
579,0,34,74,8421,8629,31354,4548,12594,4628,1867,2320
580,0,48,61,21592,10530,2252,695,3266,10555,3823,3347
581,0,48,51,997097,185966,21945,10204,10537,11362,2575,1664
582,0,43,29,448249,72380,6602,3759,9024,3166,4212,2368
583,0,41,13,120640,52147,11783,6532,11351,7191,5010,1502
584,0,21,27,1658567,22833,11110,9239,9703,3281,2491,2376
585,0,21,35,1272261,117911,23007,24456,10383,8656,1099,877
586,0,21,47,1147137,69278,19516,13236,9975,4071,1342,816
587,0,29,50,17252,24623,7390,7138,3774,10579,7758,2249
588,0,24,61,274607,38264,66530,50338,36362,6390,4217,2024
589,0,43,63,10775,10941,5168,3224,3783,7790,2849,1247
590,0,51,66,10468,15104,9386,2779,3352,2641,2265,3994
591,0,40,75,169031,15208,1877,16838,4638,2935,4548,1189
592,0,43,51,315820,112223,11586,8297,5289,9093,3465,1235
593,0,24,53,148137,118151,57039,14197,3333,9249,1299,1928
594,0,27,56,174907,6136,5626,1344,1420,1586,816,376
595,0,23,35,1002923,258724,16887,7976,11150,14049,4247,2324
596,0,40,38,7271,19428,1865,6010,8459,11188,2681,1171
597,0,51,40,11981,7318,1787,6483,3553,3155,2833,707
598,0,56,38,13185,14593,7944,11984,4612,8630,1988,1022
599,0,61,54,160745,93253,28624,33797,27391,13830,22674,5977
600,0,47,57,345439,21735,1748,6225,5015,1835,850,552
601,0,26,60,51014,24737,16343,4283,2053,1121,811,562
602,0,21,60,7708,12856,5510,7266,3490,3174,2758,1326
603,0,35,64,4399,4207,8423,8051,8335,8499,2595,1616
604,0,35,77,4955,19392,18162,6055,3510,2565,2248,2147
605,0,61,67,1867,13797,6305,2012,4186,8895,2841,1377
606,0,63,67,109316,46674,23272,26204,13055,13457,2393,2918
607,0,50,64,18632,30346,16629,4791,4993,5352,4758,1985
608,0,61,54,21056,16372,8818,2646,8527,5903,4059,3660
609,0,43,61,1010868,59455,29087,26057,16794,6840,2282,3550
610,0,34,40,345476,50044,2451,1421,3982,2659,431,646
611,0,34,34,74177,54237,6576,13340,8999,7508,3938,2948
612,0,16,35,68700,25085,10908,1815,882,1234,836,313
613,0,27,34,14742,10425,2228,9016,3443,5303,1142,2202
614,0,38,44,22553,37929,1792,10490,6119,7550,3622,2000
615,0,34,44,212967,51534,8139,8943,10001,3685,2133,1518
616,0,40,40,72463,132883,10329,31284,11830,12353,3796,3318
617,0,38,30,46916,18744,3278,3956,6862,4642,3606,2889
618,0,34,40,61005,30051,13557,6926,5651,4336,1495,1390
619,0,38,56,17882,17631,18986,23982,6214,5070,2219,3584
620,0,38,80,21132,10309,12621,63868,14086,6173,1649,3372
621,0,41,78,32382,9238,1292,2802,6239,4277,2516,2400
622,0,40,94,57007,19006,85147,36339,11209,9656,2141,4525
623,0,40,90,65961,13718,5738,11916,7101,2434,1816,1738
624,0,38,66,121829,64455,12779,8873,5433,5729,1747,2407
625,0,29,74,13565,18886,8220,3263,5682,3547,1410,2327
626,0,24,48,673485,85003,12068,9943,2712,4320,2134,2610
627,0,27,50,70878,14354,9621,12101,3291,4076,1723,2861
628,0,44,61,7809,5444,2209,13444,5542,7957,1297,2836
629,0,48,70,13821,16802,17051,26161,6201,10992,2947,2486
630,0,53,67,531481,208549,7389,32298,16719,20445,10050,9354
631,0,54,54,5747,50441,3744,13228,7551,10905,20938,10210
632,0,47,41,35721,39872,11411,3437,15593,7424,7205,2448
633,0,44,43,4045,8891,27552,3981,11857,5587,10764,4814
634,0,57,48,52889,18318,7430,4066,10177,11115,1929,2031
635,0,44,53,204702,88727,22816,15829,7391,4244,1565,1656
636,0,44,63,51592,39273,24596,9733,5775,8734,1902,3838
637,0,54,43,16681,5644,1370,1400,4692,4514,4676,3248
638,0,50,54,2168,7033,22467,669,10366,5354,4078,2569
639,0,67,53,29346,29257,6210,7727,4002,11483,3481,3214
640,0,69,50,46223,8468,8395,10964,32447,4936,6492,9272
641,0,63,57,8531,27754,9737,10028,4440,9568,8697,2943
642,0,69,54,4023,9871,8519,10863,6078,11357,2320,2936
643,0,69,54,2046,13118,3028,3691,2753,5076,2292,2924
644,0,63,54,161794,8985,3673,1035,1594,1201,464,522
645,0,61,64,10427,12043,18733,10955,4718,8153,4262,3625
646,0,64,50,1031,9819,1973,1339,3641,7006,1964,1431
647,0,54,57,13976,28485,7230,20343,9184,4447,8378,2469
648,0,57,63,1744,17270,16836,2534,6756,4424,2660,1700
649,0,56,51,269868,9976,3397,1798,1702,2358,899,870
650,0,44,70,9067,9027,6800,18867,6767,4654,1875,1941
651,0,50,70,17946,19888,15633,4595,3385,5846,3201,1050
652,0,48,67,324934,56606,28447,13654,19105,9401,11334,8512
653,0,48,67,27958,16138,6266,6614,11778,4942,3874,2570
654,0,51,57,5677,11545,8245,3200,5164,4859,1439,1243
655,0,53,54,6601,7079,1809,5243,5174,2700,2692,903
656,0,57,64,4475,6519,5415,20312,9884,5021,3175,985
657,0,50,77,28669,13941,21332,3200,4665,2430,1679,1273
658,0,44,84,5482,4273,9701,4934,3779,2758,466,1140
659,0,40,96,7640,17897,27435,8822,2943,5475,1390,1735
660,0,37,100,17557,11130,10412,21893,3160,4945,990,432
661,0,41,83,6603,21462,4289,1407,3048,2791,3524,1159
662,0,41,75,9070,24364,18747,9583,11318,7487,1116,2733
663,0,47,66,6007,25596,20487,3227,4240,8913,1982,1804
664,0,38,51,10578,61747,21467,6135,4590,3465,3598,2044
665,0,29,44,17985,74832,3829,4219,6594,3530,777,4248
666,0,17,50,233345,42458,21708,39568,8326,3833,2834,3149
667,0,8,40,117614,73416,2742,15956,9317,5206,3007,1238
668,0,16,40,24082,27504,10920,3287,2904,5069,858,1487
669,0,30,57,39038,13683,8308,4273,3570,4949,2398,2111
670,0,37,35,36812,7208,313,602,1120,559,340,119
671,0,35,43,384453,90055,42942,17159,10564,7798,6950,1908
672,0,44,44,57434,8771,6429,3229,6899,6556,7423,5154
673,0,35,47,79799,59726,42407,12005,10322,7017,3341,1860
674,0,27,53,315909,44499,10226,3224,16436,1796,803,1441
675,0,37,66,38598,7520,21100,19640,8608,5971,2460,4036
676,0,21,63,471205,20284,3842,4129,1082,1748,1294,380
677,0,23,56,260896,48863,20774,4317,8590,6555,11203,13992
678,0,35,61,70473,8714,2324,1497,2010,1530,382,391
679,0,40,48,5505,5586,3702,6298,12172,3559,2591,1233
680,0,44,56,2307,7022,10956,5084,7416,2685,1370,584
681,0,50,64,6774,6681,7970,5273,4776,3056,1174,1101
682,0,40,66,70827,70011,19922,16867,20264,3698,2671,1340
683,0,26,67,97504,98071,37852,34391,17942,8069,4636,2064
684,0,21,77,37628,8330,11672,11210,1563,2137,1635,1260
685,0,10,74,93206,8970,5672,1769,2064,698,236,461
686,0,13,87,2684,7731,6419,10658,3521,1470,3406,920
687,0,11,88,86281,66648,12049,38534,8384,4527,1724,986
688,0,11,67,138373,18223,5617,1086,5631,1651,1226,361
689,0,20,67,11511,23697,6048,14637,5286,4298,1927,617
690,0,27,61,2886,12207,9450,6445,5895,3694,805,1936
691,0,40,61,6376,7215,6972,2681,3494,2740,1388,911
692,0,30,66,82179,24094,6893,4436,2422,926,401,331
693,0,40,63,5641,11482,2194,8210,11668,5057,2660,2278
694,0,41,60,4268,7668,6741,4904,10549,3607,1338,2313
695,0,37,53,7326,25514,6727,7290,4809,3224,663,1032
696,0,50,61,12440,4826,2174,9790,4927,1829,973,1432
697,0,40,69,11916,12733,11561,4602,4692,2112,1713,2533
698,0,35,61,49149,8348,333,2746,1616,1302,1251,456
699,0,44,56,66213,19940,3305,3380,3475,6283,2192,2674
700,0,48,44,332607,15522,3315,4571,8451,3635,2171,2338
701,0,47,30,43750,40138,3250,6189,4258,3387,2376,1158
702,0,63,37,4363,3481,4275,3154,5172,6962,1220,1489
703,0,69,51,2285,443,6216,6723,5092,7434,1248,1255
704,0,81,60,6145,8262,15221,8476,4724,17113,1537,1329
705,0,91,64,22279,14005,3531,4617,3570,5143,1433,779
706,0,78,77,7534,6993,14663,8553,6812,4229,1358,2194
707,0,66,80,6034,6947,7270,10444,2473,3326,1035,871
708,0,48,81,14688,14342,5543,13552,4670,2408,1973,1115
709,0,38,100,7350,5804,8064,19817,2567,2912,2358,552
710,0,30,80,15024,29864,5572,2060,9222,3277,1502,1462
711,0,30,67,2142,8000,3431,2164,3392,1735,1243,1194
712,0,38,69,4217,7865,5248,9864,2828,2944,3498,1520
713,0,53,60,5301,3294,8774,6034,7639,8591,2345,1271
714,0,50,78,139864,22721,15198,20005,5393,2938,3088,4216
715,0,54,83,3510,5912,3678,5106,3351,3819,3213,1826
716,0,56,67,9226,23292,7642,1156,3802,5016,4715,2410
717,0,41,54,276382,19662,1491,4057,2475,2530,519,285
718,0,50,57,13302,13568,2199,28723,4624,5440,1522,881
719,0,30,40,122457,68088,4909,6159,24902,2506,2062,1593
720,0,27,40,79979,13909,2542,2306,1883,1781,815,365
721,0,35,53,11495,15948,17500,10109,6671,10236,1561,4076
722,0,24,40,65324,18609,5790,2609,2334,977,522,177
723,0,40,53,57105,16862,7203,1483,1592,4548,1232,557
724,0,38,56,77627,41016,15037,3145,2628,4243,1467,1164
725,0,23,41,979993,30690,3716,2266,1527,1489,946,978
726,0,41,50,5987,2525,6194,7350,6756,4798,1473,3412
727,0,35,54,9952,16918,10836,3868,3433,2585,1082,1416
728,0,43,61,6847,13615,8382,11363,4948,7366,1674,1363
729,0,54,70,115152,34787,13826,11195,10984,8391,1654,2210
730,0,50,67,13704,30073,13588,19690,7149,12196,7170,7157
731,0,57,69,106797,31612,18295,41847,24737,18106,2386,1964
732,0,60,69,44333,17135,2484,17465,2625,8442,2597,1473
733,0,56,74,261962,39199,26990,6604,8459,7777,2585,1991
734,0,48,83,3059,8641,27499,8233,5030,2774,1653,1207
735,0,30,83,71141,74677,47514,25748,10554,4319,2849,1736
736,0,30,83,41104,3938,4489,10851,12368,5383,2229,1692
737,0,40,81,24470,8711,7072,5042,7597,5835,1312,1900
738,0,51,70,6177,13502,17009,5710,11356,8870,2946,4188
739,0,66,77,5184,7782,10667,10891,2968,4106,1309,1345
740,0,57,70,5984,11444,8728,1114,8224,2226,1307,934
741,0,60,74,4405,3265,2393,8711,8310,5237,2079,1658
742,0,60,69,7794,15381,9650,7197,11222,6913,2857,1549
743,0,60,70,20255,6274,9068,9563,2363,3662,1352,1867
744,0,64,75,1372,3872,1168,8232,8321,2461,1045,1656
745,0,61,81,8796,7144,11698,7587,5149,5731,3431,993
746,0,56,88,8332,13796,18180,10862,9577,5217,1973,1220
747,0,57,69,5275,21607,3918,3994,5345,5911,1130,2819
748,0,60,64,7279,9597,5344,2837,7197,3982,2463,1387
749,0,56,56,18864,14388,4141,8767,7173,4461,1953,1456
750,0,57,60,22778,5136,2728,12997,3363,3170,449,929
751,0,54,67,15732,8761,3274,4798,3246,2403,1191,891
752,0,51,66,5542,20086,5247,5808,6677,4320,2047,633
753,0,40,54,97407,30860,3551,2374,827,1568,432,366
754,0,41,38,11477,19454,8648,1336,6150,5218,1063,1193
755,0,40,34,6275,13163,1814,7655,13549,2951,4718,1234
756,0,43,34,9189,19303,2951,9245,7347,6582,2813,1059
757,0,56,43,2357,15538,5008,4572,2281,4792,1425,1582
758,0,57,53,3823,6389,8564,4820,7605,4305,2048,2278
759,0,63,66,129086,6704,22872,2983,5922,6854,3345,1396
760,0,64,70,12532,6464,1381,4592,2539,2610,1794,2240
761,0,69,74,10842,12580,11768,4308,7394,9787,2715,1065
762,0,54,80,3735,14787,19878,22403,11881,2660,2162,1005
763,0,43,64,54703,67257,9109,13423,9471,4933,2964,1278
764,0,43,63,18514,16692,5423,3819,4155,5490,1222,1259
765,0,34,61,17133,30102,18510,5010,9339,5834,1041,1245
766,0,40,43,16531,41509,3907,7591,6057,4836,1992,937
767,0,54,41,9581,11947,4323,3771,12397,6455,2828,597
768,0,57,43,53337,5210,9834,6458,24213,6162,1903,874
769,0,53,48,1565734,70119,62438,2735,10179,9742,3232,2566
770,0,53,54,6579,19278,6789,5014,4253,2956,2446,1943
771,0,47,64,13832,9440,3477,9730,5737,3785,1101,1546
772,0,40,63,16616,15677,5888,4517,6273,3835,2596,1734
773,0,51,61,14862,9486,8739,3538,2977,5060,1897,631
774,0,57,57,24324,21029,12269,855,10058,6527,2516,1175
775,0,60,67,7788,3028,20669,3635,4587,5440,1385,1520
776,0,69,63,9901,14101,4322,2397,3384,10786,1797,1165
777,0,53,50,96136,22556,2811,1432,1311,917,645,329
778,0,40,53,68092,10475,3323,2278,856,695,581,419
779,0,16,38,227780,114696,40737,10417,8354,1902,2126,1829
780,0,1,47,390427,21353,10008,4753,1838,1445,447,559
781,0,11,64,2018,10188,12039,8525,3078,6478,1770,1891
782,0,14,78,19704,8414,23669,7343,8009,2413,771,749
783,0,40,88,3728,8666,15185,4924,3060,5215,3061,1145
784,0,48,83,24155,22665,6756,4514,10087,4049,2832,1150
785,0,51,87,15682,2774,10469,12384,4029,7084,1496,954
786,0,63,88,93508,2594,23425,13183,7138,8875,2142,1168
787,0,63,87,36005,7752,8506,6573,2847,4035,1432,818
788,0,53,100,111016,22931,32869,7605,5753,2454,1568,2540
789,0,43,83,100306,39116,8183,6876,2984,4267,2656,554
790,0,34,63,37394,68904,14974,7728,11679,6350,1500,1672
791,0,26,60,43604,35956,28166,3525,6079,6158,1791,1338
792,0,35,53,73948,24771,7742,14419,7929,4765,3562,1800
793,0,30,64,12440,14324,2974,21050,5140,2113,886,2771
794,0,35,75,26719,7751,16025,10613,22387,3586,1654,2180
795,0,41,81,1939,7026,7114,12919,4560,4606,5081,2259
796,0,51,78,7411,16424,4490,7121,3067,9673,2946,1442
797,0,54,74,3340,15342,13010,2715,2610,2740,1750,1515
798,0,53,57,94718,29197,848,4413,2029,3202,897,698
799,0,41,60,57141,27189,39401,15538,6338,3738,2149,2324
800,0,37,67,10799,6433,14397,3122,6424,5059,2583,1075
801,0,40,78,7108,7662,3847,29837,6372,4204,2259,1441
802,0,41,88,570,24023,4845,8373,1590,4039,1036,2280
803,0,57,78,11013,7582,2730,9007,7049,6619,1819,1112
804,0,50,75,1128,14712,3038,9284,1594,2371,1566,970
805,0,56,53,8195,15046,1985,4299,8203,4610,2227,2568
806,0,57,38,24575,38538,2347,2187,3097,5363,1015,758
807,0,41,29,2665777,107937,16240,16091,17508,5787,2581,2145
808,0,44,24,27393,13611,7020,2219,6351,3190,937,1819
809,0,54,27,10844,6799,5707,1684,7108,10542,1777,1150
810,0,54,44,7728,10882,2894,7277,5513,2485,2252,1136
811,0,75,57,8093,5782,1652,12945,3726,8826,1053,1729
812,0,74,64,25079,8547,9752,5987,6853,2326,2212,3712
813,0,75,64,38106,4282,4415,1973,5223,10578,4835,1939
814,0,74,57,20894,32810,659,10290,4546,3642,3375,3874
815,0,60,53,7388,24985,2130,15462,4304,4554,1273,1817
816,0,57,53,7292,10881,3546,12488,5831,2533,2560,5398
817,0,41,60,3859,13786,12171,5462,8425,4720,1461,2484
818,0,47,57,16102,19212,3972,1988,4872,3350,933,2397
819,0,51,38,12518,21593,1741,714,5224,4162,2299,746
820,0,40,30,309712,138376,17006,46780,18627,4531,8957,4914
821,0,21,14,356209,34201,1655,3385,2432,757,608,700
822,0,23,30,10407,16592,21550,12438,10962,8188,6302,3525
823,0,30,48,13322,11852,5408,3834,2810,10530,2457,2392
824,0,50,41,10616,24088,2922,5819,2760,6621,2588,2011
825,0,67,53,64785,16792,1319,10608,6582,5402,5467,2056
826,0,83,44,10122,3865,6434,1923,8701,9326,2990,2219
827,0,78,29,25354,19156,385,2620,10576,5746,7684,2483
828,0,78,35,24828,9437,2562,3771,3496,3319,1529,1332
829,0,81,27,2778,12979,2508,3122,5508,4624,795,2166
830,0,64,30,26776,10563,7739,3635,5811,2368,2720,2804
831,0,67,57,4834,2575,17062,5525,8121,10531,1788,715
832,0,51,51,209368,209713,27688,20412,5636,6761,1333,1033
833,0,44,57,34602,21238,4347,8444,4733,4947,1913,1730
834,0,50,53,13980,5918,1804,2596,3481,2034,1948,2053
835,0,35,50,9285,27063,11047,17837,8451,4327,1737,1685
836,0,60,56,5910,7014,5349,2068,6485,6856,1137,2087
837,0,63,47,12159,23314,1878,3890,8424,5128,2551,2914
838,0,66,47,7162,8568,3686,2968,2576,4322,2369,2704
839,0,78,47,14773,8256,5054,16658,6462,10178,3435,4659
840,0,74,54,2828,6118,10536,4800,6203,5470,2632,1587
841,0,64,56,175206,62722,6228,7422,8933,5849,1998,1571
842,0,56,53,81313,44642,12725,4810,7395,6512,4457,4099
843,0,50,50,26525,12913,8446,11895,14892,5447,1483,1077
844,0,41,40,161226,53639,18973,11087,26242,8242,4970,2228
845,0,40,47,20908,14572,5468,958,1994,1367,425,441
846,0,44,56,208105,28055,26587,2326,3445,8812,2181,2385
847,0,48,63,6477,6024,11819,7423,7540,5158,1064,2332
848,0,53,75,3058,5594,8557,9949,6137,4522,2966,1874
849,0,61,88,24628,7912,18578,6427,5158,6823,1310,1360
850,0,66,93,4310,2591,9068,8404,5583,5595,854,1300
851,0,63,93,22992,18173,11673,21922,8730,7108,1221,2612
852,0,67,77,18776,28633,6251,4456,7235,10972,1719,2612
853,0,66,69,100525,20931,19406,5945,14829,6869,2587,1334
854,0,60,67,7031,10308,5756,13674,3757,3545,1598,2699
855,0,69,60,14492,4037,787,4965,4990,4140,1711,1321
856,0,57,64,22851,38390,12664,4407,5316,4584,3159,2362
857,0,60,63,45485,24354,13956,5473,7669,8333,3915,1494
858,0,63,56,20514,12352,11442,384,6847,3942,1531,2479
859,0,38,48,252254,88435,8064,13460,4311,2939,2190,1560
860,0,43,61,5218,8386,18930,7628,6119,4272,2095,1610
861,0,34,63,81464,77565,42459,20190,24296,9947,4403,3418
862,0,20,61,435175,64524,27535,6023,7459,3832,1728,593
863,0,24,61,37343,45860,3974,6700,3224,2771,4376,3625
864,0,10,57,125151,45550,33437,22470,6623,2790,1114,1332
865,0,10,50,48613,30681,5717,3675,5266,2597,576,1224
866,0,13,56,73391,13788,6457,15608,7715,1966,968,3750
867,0,29,64,43801,20281,18355,2219,9697,11168,2301,4046
868,0,38,41,214110,145332,11434,4860,4298,10370,1553,1611
869,0,44,50,101094,4541,1363,2551,1759,1324,572,278
870,0,56,44,10603,20877,7247,13073,4289,9121,1288,1351
871,0,54,38,230830,27557,6217,6578,8306,9539,1583,1841
872,0,61,57,6899,26621,22719,10559,16176,8394,1487,2051
873,0,64,56,21362,12470,489,10075,5874,4172,1053,1414
874,0,67,47,13199,12612,1724,2723,4831,5165,1066,1339
875,0,56,54,400397,21262,13158,5981,5874,2897,903,835
876,0,54,50,24220,33059,7336,9223,4802,6523,2673,733
877,0,56,56,7374,7102,12705,2623,2932,4605,1626,1183
878,0,53,67,17879,13490,4341,9195,4343,6624,992,1354
879,0,57,69,8235,7794,11738,2184,7358,2355,1176,1564
880,0,57,75,8271,9877,7917,4158,5557,2944,1230,1839
881,0,51,67,26469,12729,7630,3734,6024,2460,2090,738
